,name,ratings,dog_stage,retweet_count,favorite_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
712717840512598017,None,10/10,Unknown dog stage,5616,13474,Great_Pyrenees,73.2,True,kuvasz,12.14,True,Irish_wolfhound,4.95,True
712809025985978368,Stubert,10/10,Unknown dog stage,7602,20378,Labrador_retriever,86.87,True,carton,9.51,False,pug,0.77,True
713175907180089344,Opie,10/10,Unknown dog stage,1630,4851,timber_wolf,50.38,False,malamute,43.06,True,Siberian_husky,2.85,True
713177543487135744,Lance,10/10,Unknown dog stage,3183,7854,whippet,73.42,True,basenji,2.59,True,Great_Dane,2.59,True
713411074226274305,None,11/10,Unknown dog stage,1440,4802,Great_Pyrenees,72.03,True,Samoyed,12.95,True,kuvasz,12.25,True
713761197720473600,Piper,12/10,Unknown dog stage,1541,5308,Brittany_spaniel,79.79,True,English_springer,4.47,True,Welsh_springer_spaniel,3.79,True
713919462244790272,Kanu,12/10,Unknown dog stage,869,3564,Siberian_husky,46.32,True,Eskimo_dog,39.0,True,malamute,9.8,True
714141408463036416,None,10/10,Unknown dog stage,1569,4673,Labrador_retriever,58.7,True,golden_retriever,37.88,True,redbone,0.36,True
714214115368108032,None,13/10,Unknown dog stage,990,2480,pug,53.4,True,bloodhound,16.48,True,German_shepherd,4.65,True
714251586676113411,Thumas,8/10,Unknown dog stage,940,3570,soft-coated_wheaten_terrier,75.2,True,Bedlington_terrier,17.57,True,Great_Pyrenees,1.15,True
714258258790387713,Travis,10/10,Unknown dog stage,808,3281,collie,17.68,True,Chesapeake_Bay_retriever,10.18,True,beagle,10.13,True
714606013974974464,None,12/10,Unknown dog stage,1038,3938,Norfolk_terrier,29.3,True,Labrador_retriever,25.62,True,golden_retriever,12.96,True
714631576617938945,Benedict,4/10,Unknown dog stage,1122,3571,meerkat,14.35,False,weasel,11.74,False,black-footed_ferret,9.99,False
714957620017307648,Curtis,10/10,Unknown dog stage,1595,4503,Great_Pyrenees,25.15,True,Samoyed,13.93,True,kuvasz,12.9,True
714982300363173890,Calbert,9/10,Unknown dog stage,1166,4094,Brittany_spaniel,94.44,True,beagle,2.54,True,Ibizan_hound,1.0,True
715009755312439296,Siba,12/10,Unknown dog stage,1392,4550,dingo,31.09,False,Chihuahua,14.23,True,Cardigan,10.39,True
715200624753819648,Michelangelope,12/10,Unknown dog stage,2110,5578,Chihuahua,95.68,True,beagle,0.84,True,Labrador_retriever,0.83,True
715220193576927233,Nico,10/10,Unknown dog stage,736,2630,Chihuahua,58.4,True,Italian_greyhound,37.71,True,Boston_bull,1.74,True
715342466308784130,Oscar,10/10,Unknown dog stage,768,3294,West_Highland_white_terrier,59.71,True,soft-coated_wheaten_terrier,14.3,True,Lakeland_terrier,13.67,True
715360349751484417,Bertson,11/10,Unknown dog stage,1772,5955,nail,85.56,False,screw,7.33,False,padlock,2.4,False
715680795826982913,Zeus,12/10,Unknown dog stage,1813,4719,golden_retriever,99.07,True,Labrador_retriever,0.22,True,chow,0.12,True
715696743237730304,Toby,10/10,Unknown dog stage,1454,4257,Staffordshire_bullterrier,42.78,True,pug,22.14,True,French_bulldog,13.21,True
715733265223708672,a,10/10,Unknown dog stage,1920,5093,Dandie_Dinmont,74.02,True,miniature_poodle,8.19,True,toy_poodle,6.37,True
715928423106027520,Bubbles,11/10,Unknown dog stage,987,3485,pug,97.67,True,French_bulldog,1.97,True,bull_mastiff,0.23,True
716080869887381504,None,11/10,doggo,1935,5272,golden_retriever,63.86,True,chow,25.47,True,Tibetan_mastiff,7.17,True
716285507865542656,Stephanus,12/10,Unknown dog stage,1225,3041,Yorkshire_terrier,43.04,True,silky_terrier,19.68,True,cairn,7.27,True
716791146589110272,Jennifur,11/10,Unknown dog stage,1474,5204,Pomeranian,46.88,True,seat_belt,15.47,False,golden_retriever,12.5,True
716802964044845056,Link,10/10,Unknown dog stage,1317,4627,malinois,61.96,True,Leonberg,11.81,True,bull_mastiff,6.65,True
717009362452090881,Smokey,10/10,pupper,1102,3583,Siberian_husky,50.62,True,Eskimo_dog,26.97,True,malamute,6.07,True
717047459982213120,Flávio,12/10,Unknown dog stage,2135,6826,golden_retriever,98.35,True,Labrador_retriever,1.22,True,cocker_spaniel,0.24,True
717421804990701568,Ebby,9/10,Unknown dog stage,945,3446,miniature_pinscher,28.65,True,Italian_greyhound,8.41,True,beagle,6.47,True
717537687239008257,a,11/10,Unknown dog stage,2069,6281,golden_retriever,77.94,True,Labrador_retriever,5.25,True,kuvasz,4.98,True
717790033953034240,None,10/10,pupper,1272,3170,car_mirror,81.91,False,minibus,10.74,False,cab,3.48,False
717841801130979328,Barclay,11/10,Unknown dog stage,670,2660,Brittany_spaniel,92.29,True,English_springer,7.01,True,bath_towel,0.26,False
718234618122661888,Suki,11/10,Unknown dog stage,1127,4217,malamute,37.02,True,Siberian_husky,35.64,True,Eskimo_dog,27.1,True
718246886998687744,Alexanderson,3/10,Unknown dog stage,565,2115,Chihuahua,35.45,True,carton,15.97,False,Siberian_husky,5.75,True
718454725339934721,None,13/10,Unknown dog stage,1685,5320,hammer,16.99,False,hatchet,11.57,False,chime,6.81,False
718460005985447936,Bowie,9/10,Unknown dog stage,602,2846,badger,35.69,False,Boston_bull,25.28,True,kelpie,11.34,True
718540630683709445,None,10/10,Unknown dog stage,1137,2730,Maltese_dog,63.23,True,West_Highland_white_terrier,18.71,True,cairn,4.44,True
718613305783398402,Carper,11/10,Unknown dog stage,542,2669,Labrador_retriever,58.46,True,German_short-haired_pointer,34.07,True,Chesapeake_Bay_retriever,3.2,True
718631497683582976,None,10/10,Unknown dog stage,9126,20697,Pomeranian,99.37,True,Pekinese,0.36,True,Persian_cat,0.05,False
718939241951195136,Otis,12/10,Unknown dog stage,1973,5720,Pembroke,76.63,True,Cardigan,22.21,True,toilet_tissue,0.68,False
718971898235854848,Sadie,10/10,Unknown dog stage,1231,3818,golden_retriever,14.04,True,Saint_Bernard,11.88,True,Labrador_retriever,7.55,True
719332531645071360,Pippa,11/10,Unknown dog stage,1078,3711,Dandie_Dinmont,22.44,True,miniature_poodle,20.49,True,Norfolk_terrier,9.06,True
719339463458033665,Lucy,10/10,Unknown dog stage,1403,4822,golden_retriever,76.58,True,borzoi,7.11,True,Leonberg,7.04,True
719367763014393856,Sid,11/10,Unknown dog stage,827,3022,swing,17.15,False,soft-coated_wheaten_terrier,5.1,True,Tibetan_terrier,4.78,True
719551379208073216,Harnold,10/10,Unknown dog stage,2192,5515,malamute,87.32,True,Siberian_husky,7.64,True,Eskimo_dog,3.57,True
719704490224398336,Clyde,12/10,pupper,1645,4974,home_theater,5.9,False,window_shade,3.83,False,bathtub,3.55,False
719991154352222208,None,10/10,doggo,1979,5281,golden_retriever,60.53,True,cocker_spaniel,13.09,True,Labrador_retriever,9.47,True
720043174954147842,Neptune,11/10,Unknown dog stage,2253,5332,Samoyed,95.45,True,Eskimo_dog,2.91,True,white_wolf,0.45,False
720059472081784833,Charleson,9/10,Unknown dog stage,1268,4229,Mexican_hairless,45.19,True,redbone,25.49,True,Italian_greyhound,9.48,True
720340705894408192,Derek,10/10,pupper,1098,3131,alp,32.01,False,lawn_mower,8.08,False,viaduct,6.53,False
720389942216527872,Ralphé,11/10,Unknown dog stage,2840,6974,Pembroke,87.4,True,Cardigan,4.33,True,Eskimo_dog,1.92,True
720415127506415616,None,10/10,Unknown dog stage,1681,4503,Rottweiler,99.03,True,black-and-tan_coonhound,0.25,True,American_black_bear,0.17,False
720775346191278080,Berkeley,10/10,Unknown dog stage,760,2702,Newfoundland,49.0,True,groenendael,17.45,True,giant_schnauzer,7.91,True
720785406564900865,Archie,12/10,Unknown dog stage,866,3400,Chihuahua,89.64,True,dingo,2.79,False,kelpie,1.79,True
721001180231503872,Oliver,11/10,pupper,686,2748,Samoyed,95.01,True,washbasin,0.63,False,tub,0.62,False
721503162398597120,Panda,11/10,Unknown dog stage,2124,5086,Pomeranian,99.78,True,Chihuahua,0.12,True,Pekinese,0.08,True
722613351520608256,Schnitzel,12/10,Unknown dog stage,1831,5393,Labrador_retriever,53.09,True,golden_retriever,28.82,True,chow,4.49,True
723179728551723008,Jangle,8/10,Unknown dog stage,2110,5761,tennis_ball,17.65,False,badger,5.99,False,Norwegian_elkhound,5.69,True
723673163800948736,Ivar,10/10,Unknown dog stage,1011,3291,golden_retriever,83.94,True,Labrador_retriever,6.57,True,hand_blower,1.29,False
723688335806480385,Reginald,12/10,Unknown dog stage,3347,8435,teddy,26.33,False,chow,8.9,True,Irish_terrier,6.53,True
723912936180330496,Sugar,12/10,Unknown dog stage,1374,4236,Samoyed,99.18,True,Pomeranian,0.36,True,chow,0.22,True
724004602748780546,Luther,11/10,pupper,1790,4561,Siamese_cat,95.05,False,pug,1.89,True,quilt,0.76,False
724046343203856385,Sarge,10/10,Unknown dog stage,620,2901,boxer,82.63,True,bull_mastiff,15.86,True,Great_Dane,1.19,True
724049859469295616,Kreggory,10/10,Unknown dog stage,1984,4738,Border_collie,58.18,True,collie,34.46,True,Shetland_sheepdog,4.36,True
724405726123311104,Ashleigh,10/10,pupper,1847,5800,golden_retriever,24.07,True,cocker_spaniel,20.24,True,feather_boa,15.93,False
724771698126512129,None,11/10,doggo,725,2593,German_short-haired_pointer,83.55,True,bluetick,5.88,True,English_setter,3.72,True
724983749226668032,Fred,12/10,Unknown dog stage,1462,4040,golden_retriever,67.58,True,Great_Pyrenees,9.52,True,cocker_spaniel,7.6,True
725729321944506368,Lola,12/10,Unknown dog stage,2009,5646,boxer,59.91,True,bull_mastiff,17.73,True,French_bulldog,14.15,True
725786712245440512,Lillie,11/10,pupper,1527,4537,chow,33.58,True,Samoyed,16.72,True,kuvasz,14.57,True
725842289046749185,Colby,12/10,Unknown dog stage,2970,7691,toy_poodle,42.05,True,miniature_poodle,13.26,True,Chesapeake_Bay_retriever,12.15,True
726224900189511680,None,9/10,Unknown dog stage,1302,4811,standard_poodle,26.11,True,cocker_spaniel,9.48,True,bucket,6.99,False
726828223124897792,Bloop,12/10,Unknown dog stage,1124,3882,miniature_pinscher,25.53,True,Border_terrier,18.13,True,Labrador_retriever,12.52,True
726887082820554753,Blitz,10/10,Unknown dog stage,1677,4195,soft-coated_wheaten_terrier,51.59,True,Irish_terrier,16.27,True,Chesapeake_Bay_retriever,12.52,True
726935089318363137,Sprout,12/10,Unknown dog stage,2738,7496,teddy,82.16,False,toy_poodle,8.37,True,Lakeland_terrier,3.33,True
727175381690781696,Karll,10/10,Unknown dog stage,1540,4209,flat-coated_retriever,65.65,True,Great_Dane,8.48,True,Labrador_retriever,5.89,True
727286334147182592,None,9/10,Unknown dog stage,920,3324,bonnet,14.64,False,sock,8.31,False,Chihuahua,7.06,True
727314416056803329,None,11/10,pupper,834,3623,toy_poodle,82.75,True,miniature_poodle,16.08,True,Tibetan_terrier,0.17,True
727524757080539137,None,10/10,pupper,1379,4900,Pomeranian,95.88,True,Chihuahua,2.41,True,chow,0.39,True
727644517743104000,None,13/10,doggo,1962,6431,Great_Pyrenees,45.72,True,kuvasz,39.17,True,Labrador_retriever,9.45,True
727685679342333952,Cilantro,12/10,Unknown dog stage,720,3206,Border_collie,46.24,True,collie,21.46,True,Eskimo_dog,3.56,True
728015554473250816,Rueben,11/10,pupper,1219,4479,cocker_spaniel,38.46,True,golden_retriever,9.17,True,sandbar,8.18,False
728035342121635841,all,12/10,pupper,1872,4953,handkerchief,30.3,False,Pomeranian,24.87,True,Shih-Tzu,11.1,True
728046963732717569,Raymond,11/10,Unknown dog stage,1328,4722,Newfoundland,25.6,True,groenendael,17.56,True,German_shepherd,16.41,True
728387165835677696,Enchilada,12/10,Unknown dog stage,1075,3999,collie,26.64,True,Great_Pyrenees,13.85,True,keeshond,10.9,True
728409960103686147,Wallace,10/10,Unknown dog stage,2269,5383,Siamese_cat,47.83,False,Saint_Bernard,9.42,True,king_penguin,8.22,False
728653952833728512,Coleman,8/10,Unknown dog stage,1169,3620,window_shade,59.43,False,studio_couch,5.35,False,rotisserie,4.12,False
728751179681943552,Flurpson,10/10,Unknown dog stage,757,3032,Saint_Bernard,48.2,True,collie,20.27,True,borzoi,3.8,True
728760639972315136,None,13/10,Unknown dog stage,1911,5090,Pembroke,93.91,True,Cardigan,5.43,True,Chihuahua,0.56,True
728986383096946689,Puff,11/10,Unknown dog stage,917,3460,Maltese_dog,95.21,True,toy_poodle,2.73,True,miniature_poodle,0.49,True
729113531270991872,None,10/10,Unknown dog stage,370,2054,stone_wall,60.62,False,prison,6.48,False,bannister,4.8,False
729463711119904772,Pupcasso,13/10,Unknown dog stage,2586,6340,German_shepherd,82.93,True,Doberman,2.25,True,basenji,2.12,True
729823566028484608,Stefan,13/10,Unknown dog stage,1390,4358,kelpie,21.84,True,Arabian_camel,11.44,False,coyote,9.64,False
729854734790754305,Ollie,11/10,Unknown dog stage,1268,4396,doormat,35.96,False,china_cabinet,5.39,False,passenger_car,5.27,False
730196704625098752,Charles,6/10,Unknown dog stage,2172,5339,hand_blower,29.61,False,chain_mail,26.23,False,toilet_seat,14.95,False
730211855403241472,Ziva,11/10,Unknown dog stage,1182,4180,pug,34.17,True,Norwegian_elkhound,17.12,True,German_shepherd,12.47,True
730427201120833536,Crystal,11/10,Unknown dog stage,1176,3809,Eskimo_dog,68.21,True,Siberian_husky,28.93,True,Staffordshire_bullterrier,0.88,True
730573383004487680,Rooney,10/10,pupper,2435,5407,American_Staffordshire_terrier,81.02,True,Labrador_retriever,5.82,True,Weimaraner,2.79,True
730924654643314689,unacceptable,9/10,Unknown dog stage,2234,6682,polecat,18.54,False,mink,10.53,False,Newfoundland,8.62,True
731285275100512256,Solomon,12/10,Unknown dog stage,1090,3798,Pembroke,96.71,True,Cardigan,2.11,True,Chihuahua,0.22,True
732005617171337216,Larry,11/10,Unknown dog stage,6154,16324,English_setter,67.74,True,Border_collie,5.27,True,cocker_spaniel,4.86,True
732375214819057664,Kyle,11/10,doggo,2838,8832,tennis_ball,99.87,False,basset,0.05,True,golden_retriever,0.04,True
732585889486888962,None,10/10,Unknown dog stage,868,4016,Staffordshire_bullterrier,84.34,True,American_Staffordshire_terrier,2.83,True,miniature_pinscher,1.68,True
732726085725589504,Aldrick,11/10,Unknown dog stage,1003,3855,Pomeranian,96.19,True,Samoyed,2.43,True,chow,0.58,True
732732193018155009,Ralpher,12/10,Unknown dog stage,599,2671,koala,16.29,False,Staffordshire_bullterrier,12.8,True,mongoose,9.64,False
733109485275860992,None,12/10,doggo,17621,44619,golden_retriever,94.55,True,Labrador_retriever,4.23,True,doormat,0.4,False
733109485275860992,None,12/10,pupper,17621,44619,golden_retriever,94.55,True,Labrador_retriever,4.23,True,doormat,0.4,False
733460102733135873,Hermione,11/10,Unknown dog stage,1451,4605,chow,93.13,True,beaver,2.88,False,dhole,1.74,False
733482008106668032,None,10/10,Unknown dog stage,1065,3438,French_bulldog,61.94,True,computer_keyboard,14.23,False,mouse,5.85,False
733822306246479872,Moose,10/10,floofer,1141,4015,Lhasa,45.74,True,Shih-Tzu,37.13,True,Tibetan_terrier,4.84,True
733828123016450049,Terry,10/10,Unknown dog stage,881,3926,beagle,47.23,True,Walker_hound,12.18,True,Saint_Bernard,11.46,True
734776360183431168,Livvie,11/10,Unknown dog stage,608,2742,Siberian_husky,30.49,True,Eskimo_dog,15.51,True,malamute,5.09,True
734787690684657664,None,13/10,Unknown dog stage,7102,13745,golden_retriever,88.4,True,chow,2.35,True,Labrador_retriever,1.61,True
734912297295085568,Jax,10/10,Unknown dog stage,572,2993,Maltese_dog,84.73,True,feather_boa,5.94,False,Old_English_sheepdog,5.28,True
735137028879360001,Buckley,9/10,pupper,1092,3428,Walker_hound,41.35,True,beagle,23.39,True,English_foxhound,16.49,True
735256018284875776,Kellogg,8/10,doggo,993,3675,Staffordshire_bullterrier,52.32,True,French_bulldog,35.11,True,doormat,2.81,False
735274964362878976,None,11/10,Unknown dog stage,4707,9629,studio_couch,94.47,False,four-poster,0.79,False,quilt,0.63,False
735635087207878657,Dakota,11/10,Unknown dog stage,2659,6776,pug,89.19,True,goose,1.44,False,fur_coat,0.85,False
735648611367784448,None,12/10,pupper,1237,4397,Pembroke,46.26,True,seat_belt,26.19,False,Cardigan,15.17,True
735991953473572864,Maxaroni,11/10,Unknown dog stage,1283,3934,cocker_spaniel,96.16,True,toy_poodle,1.15,True,soft-coated_wheaten_terrier,0.49,True
736010884653420544,None,10/10,Unknown dog stage,3355,8652,golden_retriever,55.39,True,Labrador_retriever,11.95,True,bluetick,7.75,True
736225175608430592,very,10/10,Unknown dog stage,3115,8901,Labrador_retriever,39.92,True,West_Highland_white_terrier,13.77,True,cocker_spaniel,6.2,True
736365877722001409,Rory,11/10,pupper,1408,4367,cup,47.36,False,toy_poodle,8.26,True,consomme,4.83,False
736736130620620800,Chadrick,13/10,Unknown dog stage,1972,4736,schipperke,54.55,True,groenendael,29.86,True,Labrador_retriever,3.1,True
737310737551491075,None,13/10,Unknown dog stage,8329,16040,cliff,43.91,False,lakeside,6.29,False,valley,3.98,False
737322739594330112,Lily,9/10,Unknown dog stage,907,3953,guinea_pig,14.85,False,solar_dish,9.72,False,park_bench,5.93,False
737445876994609152,None,13/10,floofer,5048,11302,Samoyed,40.06,True,Pomeranian,33.13,True,Maltese_dog,4.54,True
737678689543020544,None,11/10,Unknown dog stage,1509,5528,Pembroke,93.53,True,Cardigan,4.99,True,Chihuahua,1.16,True
737800304142471168,Bella,10/10,Unknown dog stage,3904,10943,malamute,37.47,True,Norwegian_elkhound,33.49,True,limousine,6.82,False
737826014890496000,Remy,10/10,Unknown dog stage,2006,5757,vizsla,99.04,True,Rhodesian_ridgeback,0.56,True,Chesapeake_Bay_retriever,0.29,True
738156290900254721,Storkson,10/10,Unknown dog stage,748,2768,pug,75.18,True,tub,11.07,False,bathtub,10.41,False
738166403467907072,Axel,12/10,Unknown dog stage,3828,9635,keeshond,87.89,True,Norwegian_elkhound,8.67,True,malamute,2.13,True
738184450748633089,None,9/10,Unknown dog stage,1360,4727,Bedlington_terrier,28.95,True,standard_poodle,17.37,True,Great_Pyrenees,15.71,True
738402415918125056,None,10/10,Unknown dog stage,955,3599,cocker_spaniel,34.67,True,Blenheim_spaniel,19.39,True,Chihuahua,7.8,True
738537504001953792,Bayley,11/10,puppo,1759,5575,chow,80.87,True,gibbon,2.89,False,Pembroke,2.65,True
738883359779196928,None,10/10,Unknown dog stage,917,3661,Labrador_retriever,69.11,True,golden_retriever,19.56,True,Chesapeake_Bay_retriever,1.96,True
738885046782832640,Charles,11/10,Unknown dog stage,1283,4127,bath_towel,87.83,False,swab,2.06,False,American_Staffordshire_terrier,1.55,True
739238157791694849,None,13/10,doggo,52360,75163,Eskimo_dog,50.34,True,Siberian_husky,39.04,True,malamute,8.09,True
739485634323156992,Kyle,6/10,Unknown dog stage,3309,7887,Walker_hound,64.03,True,English_foxhound,22.98,True,beagle,3.78,True
739544079319588864,None,10/10,Unknown dog stage,24319,43694,Labrador_retriever,96.74,True,golden_retriever,1.66,True,ice_bear,1.49,False
739606147276148736,Benji,9/10,pupper,1876,5897,Blenheim_spaniel,93.38,True,cocker_spaniel,4.17,True,Brittany_spaniel,0.67,True
739844404073074688,Simba,12/10,Unknown dog stage,966,4138,toy_poodle,34.24,True,table_lamp,10.45,False,miniature_poodle,7.99,True
739932936087216128,Rorie,10/10,Unknown dog stage,1217,4443,redbone,24.39,True,beagle,21.1,True,vizsla,7.64,True
739979191639244800,Nollie,12/10,Unknown dog stage,6719,21898,Irish_water_spaniel,28.58,True,wig,24.07,False,toy_poodle,7.49,True
740214038584557568,getting,10/10,Unknown dog stage,2220,7335,Chesapeake_Bay_retriever,58.64,True,Labrador_retriever,18.98,True,vizsla,6.76,True
740359016048689152,Chase,9/10,Unknown dog stage,967,3610,golden_retriever,86.37,True,kuvasz,4.86,True,Labrador_retriever,4.74,True
740365076218183684,None,10/10,Unknown dog stage,495,2727,bow_tie,24.63,False,Windsor_tie,17.24,False,mushroom,13.75,False
740676976021798912,Baloo,11/10,pupper,7724,19881,wombat,46.3,False,Norwegian_elkhound,27.52,True,Siamese_cat,4.36,False
740699697422163968,Chip,8/10,Unknown dog stage,888,3101,lawn_mower,87.89,False,swing,2.45,False,barrow,1.96,False
740711788199743490,None,9/10,Unknown dog stage,1062,3736,toy_poodle,38.83,True,Angora,18.03,False,Persian_cat,4.97,False
740995100998766593,Leo,10/10,Unknown dog stage,3154,7018,malamute,45.44,True,Samoyed,21.6,True,Siberian_husky,7.75,True
741067306818797568,just,12/10,doggo,3520,10342,golden_retriever,84.38,True,Labrador_retriever,5.3,True,kelpie,3.57,True
741067306818797568,just,12/10,pupper,3520,10342,golden_retriever,84.38,True,Labrador_retriever,5.3,True,kelpie,3.57,True
741303864243200000,Theodore,12/10,Unknown dog stage,3650,9631,Chihuahua,76.82,True,pug,1.49,True,Pekinese,1.28,True
741438259667034112,Tucker,9/10,Unknown dog stage,937,4026,Chesapeake_Bay_retriever,29.27,True,redbone,19.79,True,vizsla,15.03,True
741743634094141440,Aqua,11/10,pupper,3144,8945,Labrador_retriever,78.61,True,flat-coated_retriever,4.87,True,Chesapeake_Bay_retriever,3.47,True
741793263812808706,None,10/10,Unknown dog stage,1698,4982,kuvasz,31.13,True,French_bulldog,11.53,True,Labrador_retriever,6.85,True
742150209887731712,Edmund,8/10,pupper,1783,5661,Siamese_cat,11.24,False,French_bulldog,7.14,True,hog,6.25,False
742161199639494656,Doug,12/10,Unknown dog stage,1547,4743,balloon,99.07,False,punching_bag,0.48,False,parachute,0.04,False
742385895052087300,Phil,11/10,Unknown dog stage,2266,7457,Cardigan,56.69,True,Border_collie,11.76,True,Appenzeller,4.77,True
742423170473463808,Bell,12/10,Unknown dog stage,4319,10812,pug,99.73,True,Brabancon_griffon,0.12,True,French_bulldog,0.04,True
742465774154047488,None,14/10,pupper,4382,7916,web_site,99.72,False,comic_book,0.04,False,desktop_computer,0.03,False
742528092657332225,Maxaroni,10/10,Unknown dog stage,2245,4878,sunglasses,90.09,False,sunglass,4.03,False,snorkel,0.93,False
743210557239623680,Kayla,10/10,Unknown dog stage,1560,4215,golden_retriever,93.07,True,Chesapeake_Bay_retriever,2.59,True,Labrador_retriever,0.75,True
743222593470234624,a,12/10,pupper,2164,6792,kuvasz,35.06,True,soft-coated_wheaten_terrier,18.28,True,golden_retriever,8.77,True
743253157753532416,Kilo,10/10,puppo,1366,4624,malamute,44.26,True,Siberian_husky,36.81,True,Eskimo_dog,17.78,True
743510151680958465,Beya,13/10,Unknown dog stage,4185,8671,sea_lion,85.9,False,tub,2.04,False,hippopotamus,1.31,False
743545585370791937,Bentley,11/10,Unknown dog stage,1066,3863,rapeseed,87.69,False,standard_poodle,6.06,True,Great_Pyrenees,3.3,True
743595368194129920,Harold,7/10,Unknown dog stage,7445,20275,hippopotamus,50.57,False,hog,37.07,False,warthog,1.88,False
743609206067040256,Stark,10/10,Unknown dog stage,1560,4917,Weimaraner,98.28,True,American_Staffordshire_terrier,0.48,True,Great_Dane,0.34,True
743895849529389061,None,10/10,Unknown dog stage,1087,3999,dalmatian,56.23,True,Great_Dane,41.65,True,German_short-haired_pointer,0.86,True
743980027717509120,Geno,11/10,Unknown dog stage,1231,4551,bull_mastiff,97.57,True,Rhodesian_ridgeback,0.81,True,pug,0.56,True
744234799360020481,None,13/10,doggo,79515,131075,Labrador_retriever,82.53,True,ice_bear,4.47,False,whippet,1.84,True
744334592493166593,Blanket,11/10,Unknown dog stage,2412,7443,Samoyed,96.05,True,Pomeranian,1.22,True,white_wolf,0.48,False
744709971296780288,Harvey,10/10,Unknown dog stage,1771,6150,Shetland_sheepdog,23.44,True,Samoyed,11.49,True,collie,8.66,True
744971049620602880,Indie,12/10,Unknown dog stage,3042,8652,toy_poodle,49.78,True,golden_retriever,28.2,True,miniature_poodle,9.0,True
744995568523612160,Abby,9/10,puppo,716,3277,Old_English_sheepdog,42.75,True,Shih-Tzu,14.63,True,Tibetan_terrier,13.43,True
745057283344719872,Oliver,12/10,Unknown dog stage,2585,7945,Shetland_sheepdog,96.4,True,collie,2.62,True,Border_collie,0.45,True
745314880350101504,Sugar,12/10,Unknown dog stage,3131,7863,ice_bear,80.78,False,great_white_shark,2.7,False,fountain,2.21,False
745422732645535745,very,9/10,Unknown dog stage,2768,9412,Labrador_retriever,66.38,True,golden_retriever,30.83,True,ice_bear,0.43,False
745433870967832576,Lenox,10/10,doggo,2894,7824,barrow,100.0,False,basset,0.0,True,wok,0.0,False
745712589599014916,Percy,7/10,Unknown dog stage,2636,7652,seat_belt,37.91,False,chow,6.28,True,minibus,5.24,False
745789745784041472,Gus,10/10,Unknown dog stage,1207,4437,Pekinese,98.43,True,Shih-Tzu,0.89,True,cocker_spaniel,0.19,True
746056683365994496,Arlen,11/10,Unknown dog stage,931,3904,Shetland_sheepdog,43.33,True,collie,33.6,True,borzoi,17.72,True
746131877086527488,Gustav,10/10,Unknown dog stage,2511,7565,chow,57.56,True,Pomeranian,19.6,True,Norwich_terrier,14.12,True
746369468511756288,an,9/10,Unknown dog stage,1854,6637,German_shepherd,62.3,True,malinois,33.89,True,wallaby,2.42,False
746507379341139972,Shiloh,10/10,Unknown dog stage,1226,5094,toy_poodle,50.83,True,Lakeland_terrier,23.45,True,affenpinscher,8.46,True
746726898085036033,Abby,12/10,Unknown dog stage,2037,6648,golden_retriever,25.65,True,Labrador_retriever,25.24,True,seat_belt,20.32,False
746790600704425984,None,10/10,Unknown dog stage,1806,5345,Boston_bull,93.62,True,guinea_pig,1.01,False,Cardigan,1.01,True
746872823977771008,a,11/10,Unknown dog stage,2429,6593,Pembroke,54.02,True,beagle,20.78,True,Italian_greyhound,4.36,True
747103485104099331,None,11/10,Unknown dog stage,4548,10534,Labrador_retriever,99.2,True,golden_retriever,0.22,True,doormat,0.14,False
747204161125646336,Clark,10/10,Unknown dog stage,1038,3722,coil,53.37,False,dugong,8.8,False,rain_barrel,3.92,False
747219827526344708,Atticus,11/10,Unknown dog stage,1791,5792,Shetland_sheepdog,54.8,True,marmot,16.55,False,collie,4.3,True
747461612269887489,None,10/10,Unknown dog stage,1169,4249,binoculars,19.27,False,barbershop,8.58,False,ballplayer,8.47,False
747512671126323200,None,10/10,Unknown dog stage,1803,6110,Cardigan,11.15,True,malinois,9.51,True,German_shepherd,8.01,True
747594051852075008,None,11/10,Unknown dog stage,1205,4065,basenji,38.91,True,dingo,27.02,False,Chihuahua,9.89,True
747600769478692864,Bookstore,10/10,Unknown dog stage,619,2545,Chesapeake_Bay_retriever,80.44,True,Weimaraner,5.44,True,Labrador_retriever,4.33,True
747816857231626240,a,4/10,Unknown dog stage,1316,5346,Pembroke,76.89,True,Chihuahua,2.91,True,Shetland_sheepdog,2.9,True
747844099428986880,Huxley,11/10,Unknown dog stage,851,3084,Pembroke,36.04,True,papillon,26.31,True,Chihuahua,13.12,True
747885874273214464,a,8/10,Unknown dog stage,1116,3243,kuvasz,40.84,True,Samoyed,14.13,True,pug,8.3,True
747933425676525569,None,11/10,Unknown dog stage,2894,7310,Samoyed,99.82,True,Eskimo_dog,0.08,True,Great_Pyrenees,0.03,True
747963614829678593,None,10/10,pupper,2444,6397,kelpie,30.77,True,Irish_terrier,19.75,True,dingo,10.55,False
748307329658011649,None,7/10,Unknown dog stage,810,4027,paddle,58.91,False,shovel,3.81,False,mountain_tent,2.92,False
748324050481647620,Duke,11/10,Unknown dog stage,867,4078,Shetland_sheepdog,88.05,True,collie,10.79,True,Pembroke,0.36,True
748346686624440324,None,10/10,Unknown dog stage,1413,5735,borzoi,59.65,True,whippet,23.14,True,Saluki,5.83,True
